"","year","code","category","Species","Class","Region","count","code_mod","risk"
"7823","2011","NT","Near Threatened","Discula cheiranthicola","GASTROPODA","global",3,"NT",1
"7824","1996","VU","Vulnerable","Discula cheiranthicola","GASTROPODA","global",3,"VU",2
"7825","1994","R","Rare","Discula cheiranthicola","GASTROPODA","global",3,"NT",1
"7826","2018","EN","Endangered","Hystricella echinulata","GASTROPODA","global",4,"EN",3
"7827","2011","LC","Least Concern","Hystricella echinulata","GASTROPODA","global",4,"LC",0
"7828","1996","VU","Vulnerable","Hystricella echinulata","GASTROPODA","global",4,"VU",2
"7829","1994","R","Rare","Hystricella echinulata","GASTROPODA","global",4,"NT",1
"7830","2011","NT","Near Threatened","Hystricella oxytropis","GASTROPODA","global",3,"NT",1
"7831","1996","VU","Vulnerable","Hystricella oxytropis","GASTROPODA","global",3,"VU",2
"7832","1994","V","Vulnerable","Hystricella oxytropis","GASTROPODA","global",3,"VU",2
"7833","2011","EN","Endangered","Discula tectiformis","GASTROPODA","global",3,"EN",3
"7834","1996","VU","Vulnerable","Discula tectiformis","GASTROPODA","global",3,"VU",2
"7835","1994","R","Rare","Discula tectiformis","GASTROPODA","global",3,"NT",1
"7836","2011","CR","Critically Endangered","Discula lyelliana","GASTROPODA","global",3,"CR",4
"7837","1996","CR","Critically Endangered","Discula lyelliana","GASTROPODA","global",3,"CR",4
"7838","1994","Ex?","Extinct?","Discula lyelliana","GASTROPODA","global",3,"EX",5
"7839","2011","CR","Critically Endangered","Discula tetrica","GASTROPODA","global",3,"CR",4
"7840","1996","CR","Critically Endangered","Discula tetrica","GASTROPODA","global",3,"CR",4
"7841","1994","Ex?","Extinct?","Discula tetrica","GASTROPODA","global",3,"EX",5
"7842","2011","LC","Least Concern","Disculella madeirensis","GASTROPODA","global",4,"LC",0
"7843","2000","LR/lc","Lower Risk/least concern","Disculella madeirensis","GASTROPODA","global",4,"LC",0
"7844","1996","LR/lc","Lower Risk/least concern","Disculella madeirensis","GASTROPODA","global",4,"LC",0
"7845","1994","R","Rare","Disculella madeirensis","GASTROPODA","global",4,"NT",1
"7846","2017","CR","Critically Endangered","Atlantica guerinianus","GASTROPODA","global",10,"CR",4
"7847","2011","CR","Critically Endangered","Atlantica guerinianus","GASTROPODA","global",10,"CR",4
"7848","2000","CR","Critically Endangered","Atlantica guerinianus","GASTROPODA","global",10,"CR",4
"7849","2000","EN","Endangered","Atlantica guerinianus","GASTROPODA","global",10,"EN",3
"7850","1996","EX","Extinct","Atlantica guerinianus","GASTROPODA","global",10,"EX",5
"7851","1994","Ex?","Extinct?","Atlantica guerinianus","GASTROPODA","global",10,"EX",5
"7852","1990","V","Vulnerable","Atlantica guerinianus","GASTROPODA","global",10,"VU",2
"7853","1988","V","Vulnerable","Atlantica guerinianus","GASTROPODA","global",10,"VU",2
"7854","1986","V","Vulnerable","Atlantica guerinianus","GASTROPODA","global",10,"VU",2
"7855","1983","V","Vulnerable","Atlantica guerinianus","GASTROPODA","global",10,"VU",2
"7856","2004","LC","Least Concern","Discus macclintocki","GASTROPODA","global",6,"LC",0
"7857","1996","DD","Data Deficient","Discus macclintocki","GASTROPODA","global",6,"NA",0
"7858","1994","E","Endangered","Discus macclintocki","GASTROPODA","global",6,"EN",3
"7859","1990","E","Endangered","Discus macclintocki","GASTROPODA","global",6,"EN",3
"7860","1988","E","Endangered","Discus macclintocki","GASTROPODA","global",6,"EN",3
"7861","1986","E","Endangered","Discus macclintocki","GASTROPODA","global",6,"EN",3
"7862","1996","VU","Vulnerable","Discus marmorensis","GASTROPODA","global",5,"VU",2
"7863","1994","K","Insufficiently Known","Discus marmorensis","GASTROPODA","global",5,"NA",0
"7864","1990","I","Indeterminate","Discus marmorensis","GASTROPODA","global",5,"NA",0
"7865","1988","I","Indeterminate","Discus marmorensis","GASTROPODA","global",5,"NA",0
"7866","1986","I","Indeterminate","Discus marmorensis","GASTROPODA","global",5,"NA",0
"7867","2017","LC","Least Concern","Atlantica scutula","GASTROPODA","global",4,"LC",0
"7868","1996","LR/nt","Lower Risk/near threatened","Atlantica scutula","GASTROPODA","global",4,"LC",0
"7869","1994","R","Rare","Atlantica scutula","GASTROPODA","global",4,"NT",1
"7870","1990","R","Rare","Atlantica scutula","GASTROPODA","global",4,"NT",1
"7871","2017","CR","Critically Endangered","Atlantica engonata","GASTROPODA","global",3,"CR",4
"7872","1996","DD","Data Deficient","Atlantica engonata","GASTROPODA","global",3,"NA",0
"7873","1994","R","Rare","Atlantica engonata","GASTROPODA","global",3,"NT",1
"7874","2010","DD","Data Deficient","Distocambarus devexus","MALACOSTRACA","global",2,"NA",0
"7875","1996","VU","Vulnerable","Distocambarus devexus","MALACOSTRACA","global",2,"VU",2
"7876","2010","VU","Vulnerable","Distocambarus youngineri","MALACOSTRACA","global",2,"VU",2
"7877","1996","VU","Vulnerable","Distocambarus youngineri","MALACOSTRACA","global",2,"VU",2
"7878","2016","LC","Least Concern","Distoechurus pennatus","MAMMALIA","global",3,"LC",0
"7879","2008","LC","Least Concern","Distoechurus pennatus","MAMMALIA","global",3,"LC",0
"7880","1996","LR/lc","Lower Risk/least concern","Distoechurus pennatus","MAMMALIA","global",3,"LC",0
"7881","1996","VU","Vulnerable","Ditropis whitei","GASTROPODA","global",2,"VU",2
"7882","1994","R","Rare","Ditropis whitei","GASTROPODA","global",2,"NT",1
"7883","1996","VU","Vulnerable","Divellomelon hillieri","GASTROPODA","global",2,"VU",2
"7884","1994","E","Endangered","Divellomelon hillieri","GASTROPODA","global",2,"EN",3
"7885","2008","LC","Least Concern","Dobsonia minor","MAMMALIA","global",5,"LC",0
"7886","1996","LR/nt","Lower Risk/near threatened","Dobsonia minor","MAMMALIA","global",5,"LC",0
"7887","1994","R","Rare","Dobsonia minor","MAMMALIA","global",5,"NT",1
"7888","1990","K","Insufficiently Known","Dobsonia minor","MAMMALIA","global",5,"NA",0
"7889","1988","K","Insufficiently Known","Dobsonia minor","MAMMALIA","global",5,"NA",0
"7890","2008","LC","Least Concern","Dobsonia peronii","MAMMALIA","global",3,"LC",0
"7891","1996","VU","Vulnerable","Dobsonia peronii","MAMMALIA","global",3,"VU",2
"7892","1994","I","Indeterminate","Dobsonia peronii","MAMMALIA","global",3,"NA",0
"7893","2016","LC","Least Concern","Dobsonia beauforti","MAMMALIA","global",3,"LC",0
"7894","2008","LC","Least Concern","Dobsonia beauforti","MAMMALIA","global",3,"LC",0
"7895","1996","EN","Endangered","Dobsonia beauforti","MAMMALIA","global",3,"EN",3
"7896","2008","CR","Critically Endangered","Dobsonia chapmani","MAMMALIA","global",6,"CR",4
"7897","2006","CR","Critically Endangered","Dobsonia chapmani","MAMMALIA","global",6,"CR",4
"7898","1996","EX","Extinct","Dobsonia chapmani","MAMMALIA","global",6,"EX",5
"7899","1994","Ex?","Extinct?","Dobsonia chapmani","MAMMALIA","global",6,"EX",5
"7900","1990","Ex?","Extinct?","Dobsonia chapmani","MAMMALIA","global",6,"EX",5
"7901","1988","Ex?","Extinct?","Dobsonia chapmani","MAMMALIA","global",6,"EX",5
"7902","2008","VU","Vulnerable","Dobsonia emersa","MAMMALIA","global",2,"VU",2
"7903","1996","VU","Vulnerable","Dobsonia emersa","MAMMALIA","global",2,"VU",2
"7904","2008","LC","Least Concern","Dobsonia exoleta","MAMMALIA","global",2,"LC",0
"7905","1996","LR/nt","Lower Risk/near threatened","Dobsonia exoleta","MAMMALIA","global",2,"LC",0
"7906","2008","NT","Near Threatened","Dobsonia pannietensis","MAMMALIA","global",2,"NT",1
"7907","1996","LR/lc","Lower Risk/least concern","Dobsonia pannietensis","MAMMALIA","global",2,"LC",0
"7908","2008","LC","Least Concern","Dobsonia praedatrix","MAMMALIA","global",2,"LC",0
"7909","1996","LR/nt","Lower Risk/near threatened","Dobsonia praedatrix","MAMMALIA","global",2,"LC",0
"7910","2016","LC","Least Concern","Dobsonia inermis","MAMMALIA","global",3,"LC",0
"7911","2008","LC","Least Concern","Dobsonia inermis","MAMMALIA","global",3,"LC",0
"7912","1996","LR/lc","Lower Risk/least concern","Dobsonia inermis","MAMMALIA","global",3,"LC",0
"7913","2016","LC","Least Concern","Dobsonia viridis","MAMMALIA","global",3,"LC",0
"7914","2008","LC","Least Concern","Dobsonia viridis","MAMMALIA","global",3,"LC",0
"7915","1996","LR/lc","Lower Risk/least concern","Dobsonia viridis","MAMMALIA","global",3,"LC",0
"7916","1996","EN","Endangered","Dolapex amiculus","GASTROPODA","global",1,"EN",3
"7917","2016","NT","Near Threatened","Dolichotis patagonum","MAMMALIA","global",3,"NT",1
"7918","2008","NT","Near Threatened","Dolichotis patagonum","MAMMALIA","global",3,"NT",1
"7919","1996","LR/nt","Lower Risk/near threatened","Dolichotis patagonum","MAMMALIA","global",3,"LC",0
"7920","2016","LC","Least Concern","Dolichotis salinicola","MAMMALIA","global",3,"LC",0
"7921","2008","LC","Least Concern","Dolichotis salinicola","MAMMALIA","global",3,"LC",0
"7922","1996","LR/nt","Lower Risk/near threatened","Dolichotis salinicola","MAMMALIA","global",3,"LC",0
"7923","1996","VU","Vulnerable","Dolomedes plantarius","ARACHNIDA","global",5,"VU",2
"7924","1994","V","Vulnerable","Dolomedes plantarius","ARACHNIDA","global",5,"VU",2
"7925","1990","V","Vulnerable","Dolomedes plantarius","ARACHNIDA","global",5,"VU",2
"7926","1988","V","Vulnerable","Dolomedes plantarius","ARACHNIDA","global",5,"VU",2
"7927","1986","V","Vulnerable","Dolomedes plantarius","ARACHNIDA","global",5,"VU",2
"7928","2016","VU","Vulnerable","Dorcatragus megalotis","MAMMALIA","global",9,"VU",2
"7929","2008","VU","Vulnerable","Dorcatragus megalotis","MAMMALIA","global",9,"VU",2
"7930","2007","VU","Vulnerable","Dorcatragus megalotis","MAMMALIA","global",9,"VU",2
"7931","1996","VU","Vulnerable","Dorcatragus megalotis","MAMMALIA","global",9,"VU",2
"7932","1994","K","Insufficiently Known","Dorcatragus megalotis","MAMMALIA","global",9,"NA",0
"7933","1990","K","Insufficiently Known","Dorcatragus megalotis","MAMMALIA","global",9,"NA",0
"7934","1988","K","Insufficiently Known","Dorcatragus megalotis","MAMMALIA","global",9,"NA",0
"7935","1986","K","Insufficiently Known","Dorcatragus megalotis","MAMMALIA","global",9,"NA",0
"7936","1965",NA,"""Status inadequately known-survey required or data sought""","Dorcatragus megalotis","MAMMALIA","global",9,"NA",0
"7937","2016","CR","Critically Endangered","Dorcopsis atrata","MAMMALIA","global",8,"CR",4
"7938","2008","CR","Critically Endangered","Dorcopsis atrata","MAMMALIA","global",8,"CR",4
"7939","1996","EN","Endangered","Dorcopsis atrata","MAMMALIA","global",8,"EN",3
"7940","1994","V","Vulnerable","Dorcopsis atrata","MAMMALIA","global",8,"VU",2
"7941","1990","R","Rare","Dorcopsis atrata","MAMMALIA","global",8,"NT",1
"7942","1988","R","Rare","Dorcopsis atrata","MAMMALIA","global",8,"NT",1
"7943","1986","R","Rare","Dorcopsis atrata","MAMMALIA","global",8,"NT",1
"7944","1982","R","Rare","Dorcopsis atrata","MAMMALIA","global",8,"NT",1
"7945","2016","LC","Least Concern","Dorcopsis hageni","MAMMALIA","global",3,"LC",0
"7946","2008","LC","Least Concern","Dorcopsis hageni","MAMMALIA","global",3,"LC",0
"7947","1996","LR/lc","Lower Risk/least concern","Dorcopsis hageni","MAMMALIA","global",3,"LC",0
"7948","2016","VU","Vulnerable","Dorcopsis luctuosa","MAMMALIA","global",3,"VU",2
"7949","2008","VU","Vulnerable","Dorcopsis luctuosa","MAMMALIA","global",3,"VU",2
"7950","1996","LR/lc","Lower Risk/least concern","Dorcopsis luctuosa","MAMMALIA","global",3,"LC",0
"7951","2016","LC","Least Concern","Dorcopsis muelleri","MAMMALIA","global",3,"LC",0
"7952","2008","LC","Least Concern","Dorcopsis muelleri","MAMMALIA","global",3,"LC",0
"7953","1996","LR/lc","Lower Risk/least concern","Dorcopsis muelleri","MAMMALIA","global",3,"LC",0
"7954","2016","LC","Least Concern","Dorcopsulus macleayi","MAMMALIA","global",8,"LC",0
"7955","2008","LC","Least Concern","Dorcopsulus macleayi","MAMMALIA","global",8,"LC",0
"7956","1996","VU","Vulnerable","Dorcopsulus macleayi","MAMMALIA","global",8,"VU",2
"7957","1994","V","Vulnerable","Dorcopsulus macleayi","MAMMALIA","global",8,"VU",2
"7958","1990","R","Rare","Dorcopsulus macleayi","MAMMALIA","global",8,"NT",1
"7959","1988","R","Rare","Dorcopsulus macleayi","MAMMALIA","global",8,"NT",1
"7960","1986","R","Rare","Dorcopsulus macleayi","MAMMALIA","global",8,"NT",1
"7961","1982","R","Rare","Dorcopsulus macleayi","MAMMALIA","global",8,"NT",1
"7962","2016","NT","Near Threatened","Dorcopsulus vanheurni","MAMMALIA","global",3,"NT",1
"7963","2008","NT","Near Threatened","Dorcopsulus vanheurni","MAMMALIA","global",3,"NT",1
"7964","1996","LR/lc","Lower Risk/least concern","Dorcopsulus vanheurni","MAMMALIA","global",3,"LC",0
"7965","1996","VU","Vulnerable","Doronomyrmex goesswaldi","INSECTA","global",4,"VU",2
"7966","1990","K","Insufficiently Known","Doronomyrmex goesswaldi","INSECTA","global",4,"NA",0
"7967","1988","K","Insufficiently Known","Doronomyrmex goesswaldi","INSECTA","global",4,"NA",0
"7968","1986","K","Insufficiently Known","Doronomyrmex goesswaldi","INSECTA","global",4,"NA",0
"7969","1996","VU","Vulnerable","Doronomyrmex kutteri","INSECTA","global",1,"VU",2
"7970","1996","VU","Vulnerable","Doronomyrmex pacis","INSECTA","global",1,"VU",2
"7971","1996","VU","Vulnerable","Doronomyrmex pocahontas","INSECTA","global",1,"VU",2
"7972","2016","DD","Data Deficient","Dunckerocampus dactyliophorus","ACTINOPTERYGII","global",3,"NA",0
"7973","2010","DD","Data Deficient","Dunckerocampus dactyliophorus","ACTINOPTERYGII","global",3,"NA",0
"7974","1996","DD","Data Deficient","Dunckerocampus dactyliophorus","ACTINOPTERYGII","global",3,"NA",0
"7975","1996","CR","Critically Endangered","Draparnaudia anniae","GASTROPODA","global",1,"CR",4
"7976","1996","CR","Critically Endangered","Draparnaudia subnecata","GASTROPODA","global",1,"CR",4
"7977","2016","LC","Least Concern","Dremomys everetti","MAMMALIA","global",3,"LC",0
"7978","2008","LC","Least Concern","Dremomys everetti","MAMMALIA","global",3,"LC",0
"7979","1996","LR/lc","Lower Risk/least concern","Dremomys everetti","MAMMALIA","global",3,"LC",0
"7980","2016","LC","Least Concern","Dremomys lokriah","MAMMALIA","global",3,"LC",0
"7981","2008","LC","Least Concern","Dremomys lokriah","MAMMALIA","global",3,"LC",0
"7982","1996","LR/lc","Lower Risk/least concern","Dremomys lokriah","MAMMALIA","global",3,"LC",0
"7983","2016","LC","Least Concern","Dremomys pernyi","MAMMALIA","global",3,"LC",0
"7984","2008","LC","Least Concern","Dremomys pernyi","MAMMALIA","global",3,"LC",0
"7985","1996","LR/lc","Lower Risk/least concern","Dremomys pernyi","MAMMALIA","global",3,"LC",0
"7986","2016","LC","Least Concern","Dremomys pyrrhomerus","MAMMALIA","global",3,"LC",0
"7987","2008","LC","Least Concern","Dremomys pyrrhomerus","MAMMALIA","global",3,"LC",0
"7988","1996","LR/lc","Lower Risk/least concern","Dremomys pyrrhomerus","MAMMALIA","global",3,"LC",0
"7989","2017","LC","Least Concern","Dremomys rufigenis","MAMMALIA","global",3,"LC",0
"7990","2008","LC","Least Concern","Dremomys rufigenis","MAMMALIA","global",3,"LC",0
"7991","1996","LR/lc","Lower Risk/least concern","Dremomys rufigenis","MAMMALIA","global",3,"LC",0
"7992","2014","VU","Vulnerable","Driloleirus americanus","CLITELLATA","global",7,"VU",2
"7993","1996","VU","Vulnerable","Driloleirus americanus","CLITELLATA","global",7,"VU",2
"7994","1994","E","Endangered","Driloleirus americanus","CLITELLATA","global",7,"EN",3
"7995","1990","E","Endangered","Driloleirus americanus","CLITELLATA","global",7,"EN",3
"7996","1988","E","Endangered","Driloleirus americanus","CLITELLATA","global",7,"EN",3
"7997","1986","E","Endangered","Driloleirus americanus","CLITELLATA","global",7,"EN",3
"7998","1983","E","Endangered","Driloleirus americanus","CLITELLATA","global",7,"EN",3
"7999","2014","EN","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8000","1996","VU","Vulnerable","Driloleirus macelfreshi","CLITELLATA","global",7,"VU",2
"8001","1994","E","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8002","1990","E","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8003","1988","E","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8004","1986","E","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8005","1983","E","Endangered","Driloleirus macelfreshi","CLITELLATA","global",7,"EN",3
"8006","2015","NT","Near Threatened","Dromiciops gliroides","MAMMALIA","global",3,"NT",1
"8007","2008","NT","Near Threatened","Dromiciops gliroides","MAMMALIA","global",3,"NT",1
"8008","1996","VU","Vulnerable","Dromiciops gliroides","MAMMALIA","global",3,"VU",2
"8009","1996","CR","Critically Endangered","Dromus dromas","BIVALVIA","global",5,"CR",4
"8010","1994","V","Vulnerable","Dromus dromas","BIVALVIA","global",5,"VU",2
"8011","1990","E","Endangered","Dromus dromas","BIVALVIA","global",5,"EN",3
"8012","1988","E","Endangered","Dromus dromas","BIVALVIA","global",5,"EN",3
"8013","1986","E","Endangered","Dromus dromas","BIVALVIA","global",5,"EN",3
"8014","1996","EX","Extinct","Drosophila lanaiensis","INSECTA","global",5,"EX",5
"8015","1994","Ex","Extinct","Drosophila lanaiensis","INSECTA","global",5,"EX",5
"8016","1990","Ex","Extinct","Drosophila lanaiensis","INSECTA","global",5,"EX",5
"8017","1988","Ex","Extinct","Drosophila lanaiensis","INSECTA","global",5,"EX",5
"8018","1986","Ex","Extinct","Drosophila lanaiensis","INSECTA","global",5,"EX",5
"8019","1996","VU","Vulnerable","Drymaeus henseli","GASTROPODA","global",1,"VU",2
"8020","2017","CR","Critically Endangered","Dryococelus australis","INSECTA","global",8,"CR",4
"8021","2002","CR","Critically Endangered","Dryococelus australis","INSECTA","global",8,"CR",4
"8022","1996","EX","Extinct","Dryococelus australis","INSECTA","global",8,"EX",5
"8023","1994","Ex?","Extinct?","Dryococelus australis","INSECTA","global",8,"EX",5
"8024","1990","Ex","Extinct","Dryococelus australis","INSECTA","global",8,"EX",5
"8025","1988","Ex","Extinct","Dryococelus australis","INSECTA","global",8,"EX",5
"8026","1986","Ex","Extinct","Dryococelus australis","INSECTA","global",8,"EX",5
"8027","1983","E","Endangered","Dryococelus australis","INSECTA","global",8,"EN",3
"8028","2007","LC","Least Concern","Dryomys nitedula","MAMMALIA","europe",5,"LC",0
"8029","2010","LC","Least Concern","Dryomys nitedula","MAMMALIA","mediterranean",5,"LC",0
"8030","2016","LC","Least Concern","Dryomys nitedula","MAMMALIA","global",5,"LC",0
"8031","2008","LC","Least Concern","Dryomys nitedula","MAMMALIA","global",5,"LC",0
"8032","1996","LR/nt","Lower Risk/near threatened","Dryomys nitedula","MAMMALIA","global",5,"LC",0
